images,name,corrAns,sounds,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,begin_global,begin_routine,end_global,end_routine,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,begin_book,key_resp_1.keys,key_resp_1.corr,key_resp_1.rt,date,frameRate,expName,session,participant,
images\volleyball.jpg,volley ball,z,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\puma.jpg,puma,z,,,,,,0,0,0,0,,,,,,,,,48.1771537654,9.9424214568e-06,49.2819957806,1.10485227831,z,1,1.08388855783,,,,,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\mitten01.jpg,mitten,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,0,0,102,91.4790272993,9.30097303353e-06,92.359684768,0.880667731893,,,,81.2788440383,z,1,0.867140930059,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\icecube02 (2).jpg,aloe,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,1,1,122,93.4781350486,9.3009439297e-06,94.6936158216,1.2154910361,,,,,x,1,1.20056107236,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\straw.jpg,straw,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,2,2,109,95.7867495329,8.9802488219e-06,96.4440531271,0.657312574447,,,,,z,1,0.633734963718,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\elbow.jpg,elbow,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,3,3,105,97.5575864075,9.30097303353e-06,98.3612158984,0.803639753984,,,,,z,1,0.783784771949,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\pouch01b.jpg,pouch,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,4,4,25,99.4751821545,9.3009439297e-06,100.261709747,0.786537855864,,,,,z,1,0.76711841533,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\banjo.jpg,knife,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,5,5,191,101.360179964,9.30097303353e-06,102.362276208,1.00210618618,,,,,x,1,0.983862515161,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\raisin.jpg,ruler,x,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,6,6,218,103.468099955,9.30097303353e-06,104.196044013,0.727954000671,,,,,x,1,0.717103309289,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
images\flipflop01b.jpg,flip flop,z,sounds\animalfarm_spanish.wav,,,,,,,,,0,0,0,1,0,7,7,27,105.315180641,9.3009439297e-06,106.096531769,0.781361070287,,,,,z,1,0.767114245944,2018_Nov_28_1540,59.9872635979,spanish_cond1,001,1061,
